pitcher_id,name,game_date,opp,home,pitches,bf,k,last_inning,velo
593958,Eduardo Rodriguez,2026-09-06,HOU,False,96,24,6,6,90.63157894736842
593958,Eduardo Rodriguez,2026-09-01,PHI,True,103,25,3,5,91.97058823529412
593958,Eduardo Rodriguez,2026-08-26,CHC,True,104,26,9,7,92.17999999999999
593958,Eduardo Rodriguez,2026-08-21,CIN,True,99,22,4,6,89.81607142857142
593958,Eduardo Rodriguez,2026-08-15,ATL,False,96,23,5,6,91.27794117647058
593958,Eduardo Rodriguez,2026-08-09,LAD,True,115,28,9,7,91.37435897435897
593958,Eduardo Rodriguez,2026-08-04,SD,True,102,29,4,6,91.85263157894738
593958,Eduardo Rodriguez,2026-07-29,PIT,False,105,28,2,8,90.59295774647887
804267,Zac Thornton,2026-09-18,PHI,True,87,25,4,6,90.74693877551022
804267,Zac Thornton,2026-09-12,NYY,False,82,26,4,7,91.62333333333332
804267,Zac Thornton,2026-09-05,SF,True,82,22,6,5,89.89111111111112
804267,Zac Thornton,2026-08-30,HOU,True,97,22,5,5,90.49833333333332
804267,Zac Thornton,2026-08-25,MIL,True,89,23,4,6,91.09818181818181
804267,Zac Thornton,2026-08-18,SD,True,99,23,7,5,90.18088235294118
804267,Zac Thornton,2026-08-12,ATL,False,80,24,2,6,89.54363636363635
804267,Zac Thornton,2026-08-07,PIT,False,63,19,3,5,90.1767441860465
804267,Zac Thornton,2026-08-01,MIA,True,95,24,2,5,89.83809523809524
804267,Zac Thornton,2026-07-27,ATL,True,81,23,5,7,90.23137254901961
624133,Ranger Suarez,2026-09-18,TB,False,98,24,5,6,90.02058823529411
624133,Ranger Suarez,2026-09-12,KC,True,96,26,8,7,90.67758620689655
624133,Ranger Suarez,2026-09-04,BAL,False,91,27,3,7,90.26825396825396
624133,Ranger Suarez,2026-08-30,NYY,False,101,26,2,6,89.50952380952381
624133,Ranger Suarez,2026-08-24,MIA,False,93,24,4,5,89.32745098039216
624133,Ranger Suarez,2026-08-18,AZ,True,93,22,3,6,89.92241379310344
624133,Ranger Suarez,2026-08-12,TOR,False,81,21,2,5,90.29818181818182
624133,Ranger Suarez,2026-08-06,CWS,True,71,15,3,3,89.13333333333334
624133,Ranger Suarez,2026-07-31,LAD,False,65,18,2,5,90.73953488372094
624133,Ranger Suarez,2026-07-26,TOR,True,64,15,6,4,89.12173913043479
675660,Shane Drohan,2026-09-12,CIN,True,60,17,4,4,94.17837837837837
675660,Shane Drohan,2026-09-04,CIN,False,78,18,5,4,94.05348837209303
675660,Shane Drohan,2026-08-29,TEX,True,99,22,6,5,93.91724137931034
675660,Shane Drohan,2026-08-23,ATL,True,83,23,5,5,94.37954545454545
675660,Shane Drohan,2026-08-18,SEA,True,39,9,1,7,95.12272727272726
675660,Shane Drohan,2026-08-13,LAD,False,85,22,5,6,94.27636363636363
675660,Shane Drohan,2026-08-07,MIN,True,94,26,4,5,93.54385964912281
675660,Shane Drohan,2026-07-31,LAA,False,86,22,7,6,93.96111111111111
675660,Shane Drohan,2026-07-24,COL,True,92,25,6,7,94.85357142857143
675660,Shane Drohan,2026-07-18,MIA,True,90,25,9,6,93.82181818181817
681517,Kyle Leahy,2026-09-18,WSH,True,61,17,1,3,94.48260869565217
681517,Kyle Leahy,2026-09-12,CWS,True,38,11,4,3,94.95
681517,Kyle Leahy,2026-09-06,COL,False,55,14,6,3,94.78125
681517,Kyle Leahy,2026-08-29,PIT,True,51,14,3,3,95.12777777777778
681517,Kyle Leahy,2026-08-23,PHI,False,63,15,4,4,95.19444444444444
681517,Kyle Leahy,2026-08-18,CIN,False,90,18,6,5,94.47647058823529
681517,Kyle Leahy,2026-08-12,PHI,True,81,20,6,5,94.63703703703703
681517,Kyle Leahy,2026-08-07,COL,True,82,22,8,5,94.77407407407408
681517,Kyle Leahy,2026-07-31,TOR,False,98,24,3,6,94.2896551724138
681517,Kyle Leahy,2026-07-26,CIN,True,102,24,9,6,94.36756756756756
691725,Andrew Painter,2026-09-19,NYM,False,85,21,7,6,97.06410256410257
691725,Andrew Painter,2026-09-13,ATL,False,87,24,3,5,97.04324324324324
691725,Andrew Painter,2026-09-08,HOU,True,98,27,6,5,96.04705882352941
691725,Andrew Painter,2026-09-02,AZ,False,93,24,6,7,96.09534883720931
691725,Andrew Painter,2026-08-28,LAA,False,94,22,6,6,95.82972972972972
691725,Andrew Painter,2026-08-22,STL,True,103,27,8,7,96.94545454545454
691725,Andrew Painter,2026-08-16,MIN,False,94,24,2,5,97.04411764705883
691725,Andrew Painter,2026-08-10,STL,False,93,21,6,6,95.86571428571429
691725,Andrew Painter,2026-08-05,WSH,True,63,17,4,4,95.43214285714285
691725,Andrew Painter,2026-07-31,BAL,False,82,23,6,6,96.60799999999999
601713,Nick Pivetta,2026-09-18,MIA,True,76,20,4,5,92.7
601713,Nick Pivetta,2026-09-13,SF,False,69,17,5,4,93.404
601713,Nick Pivetta,2026-09-07,WSH,True,63,17,2,5,92.73513513513512
601713,Nick Pivetta,2026-04-12,COL,True,46,9,4,4,93.58205128205128
601713,Nick Pivetta,2026-04-07,PIT,False,86,20,8,5,93.09649122807018
601713,Nick Pivetta,2026-04-01,SF,True,82,18,8,5,94.28125
601713,Nick Pivetta,2026-03-26,DET,True,69,19,4,3,93.42500000000001
601713,Nick Pivetta,2025-09-22,MIL,True,112,25,5,6,93.23103448275862
601713,Nick Pivetta,2025-09-17,NYM,False,84,21,5,5,93.46739130434783
601713,Nick Pivetta,2025-09-10,CIN,True,101,26,8,7,93.42833333333333
677976,Randy Dobnak,2026-09-18,PIT,False,74,19,1,4,91.28064516129032
677976,Randy Dobnak,2026-09-12,BOS,False,81,22,4,6,91.5
677976,Randy Dobnak,2026-09-06,TOR,True,83,21,3,6,91.6390243902439
677976,Randy Dobnak,2026-09-01,MIA,True,87,27,6,7,91.48048780487804
677976,Randy Dobnak,2026-08-26,TOR,False,92,25,5,6,91.59607843137255
677976,Randy Dobnak,2026-08-20,ATH,True,96,20,4,4,91.38510638297873
677976,Randy Dobnak,2026-08-15,LAA,False,93,23,6,6,91.67
677976,Randy Dobnak,2026-08-09,CHC,True,94,26,4,5,90.4088888888889
677976,Randy Dobnak,2026-08-04,MIN,True,90,21,1,5,91.88571428571429
677976,Randy Dobnak,2026-07-29,MIN,False,101,26,4,7,92.19782608695652
677958,Kumar Rocker,2026-09-18,TOR,True,77,18,2,5,93.46129032258065
677958,Kumar Rocker,2026-09-12,AZ,False,65,16,5,5,93.71818181818183
677958,Kumar Rocker,2026-09-04,TB,True,74,23,3,7,94.22820512820513
677958,Kumar Rocker,2026-08-30,MIL,False,87,17,7,3,92.97719298245613
677958,Kumar Rocker,2026-08-24,CWS,False,93,25,8,6,92.84918032786885
677958,Kumar Rocker,2026-08-19,WSH,True,92,22,3,5,93.55636363636364
677958,Kumar Rocker,2026-08-14,ATH,False,94,25,3,5,94.2125
677958,Kumar Rocker,2026-08-09,BAL,True,69,18,5,4,93.20294117647059
677958,Kumar Rocker,2026-08-02,HOU,False,88,28,5,6,93.22857142857143
677958,Kumar Rocker,2026-07-27,SEA,True,88,25,7,7,93.27826086956522
571510,Matthew Boyd,2026-09-19,CIN,False,71,19,4,5,93.72857142857143
571510,Matthew Boyd,2026-09-13,PIT,True,88,24,3,6,92.16444444444444
571510,Matthew Boyd,2026-09-07,MIL,False,100,27,7,8,92.38857142857142
571510,Matthew Boyd,2026-09-01,MIL,True,97,22,3,6,92.73095238095237
571510,Matthew Boyd,2026-08-26,AZ,False,94,20,5,6,93.495
571510,Matthew Boyd,2026-08-21,SEA,False,86,27,3,6,92.640625
571510,Matthew Boyd,2026-08-15,STL,True,97,25,2,6,92.70681818181818
571510,Matthew Boyd,2026-08-09,KC,False,98,27,3,7,92.34901960784315
571510,Matthew Boyd,2026-08-03,LAD,True,92,28,3,7,92.66585365853659
571510,Matthew Boyd,2026-07-29,STL,False,89,28,5,7,93.30285714285714
680570,Grayson Rodriguez,2026-09-18,MIN,True,91,28,4,7,95.755
680570,Grayson Rodriguez,2026-09-13,WSH,False,93,23,4,6,96.09375
680570,Grayson Rodriguez,2026-09-07,BOS,False,82,22,3,4,96.23714285714286
680570,Grayson Rodriguez,2026-09-01,NYY,True,102,26,7,6,96.47872340425532
680570,Grayson Rodriguez,2026-08-26,CLE,True,92,24,4,6,96.67818181818183
680570,Grayson Rodriguez,2026-08-20,HOU,False,99,27,6,7,96.21746031746031
680570,Grayson Rodriguez,2026-08-14,KC,True,89,17,5,4,96.16744186046512
680570,Grayson Rodriguez,2026-08-09,MIA,False,83,20,8,4,94.96666666666667
680570,Grayson Rodriguez,2026-08-04,BAL,False,98,26,6,7,96.84897959183674
680570,Grayson Rodriguez,2026-07-29,HOU,True,98,22,6,5,96.59814814814816
689818,David Sandlin,2026-09-18,DET,True,74,19,4,5,93.33720930232558
689818,David Sandlin,2026-09-13,STL,False,70,20,5,6,93.95945945945945
689818,David Sandlin,2026-08-07,CLE,True,96,26,4,6,94.21428571428571
689818,David Sandlin,2026-06-26,KC,True,91,22,6,6,94.62372881355932
689818,David Sandlin,2026-06-07,PHI,False,81,16,6,4,95.536
689818,David Sandlin,2026-06-01,MIN,False,80,23,4,5,93.97272727272728
689818,David Sandlin,2026-05-27,MIN,True,61,19,4,6,96.36388888888888
663969,Tyler Phillips,2026-09-18,SD,False,50,13,3,4,95.46666666666667
663969,Tyler Phillips,2026-09-12,LAD,True,68,16,3,4,95.16
663969,Tyler Phillips,2026-09-06,CHC,True,76,20,3,5,95.52499999999999
663969,Tyler Phillips,2026-09-01,KC,False,69,17,4,5,94.94090909090909
663969,Tyler Phillips,2026-08-25,BOS,True,84,20,7,5,95.095
663969,Tyler Phillips,2026-08-18,PHI,False,42,10,3,8,95.5
663969,Tyler Phillips,2026-08-13,PIT,True,92,23,6,6,94.8851851851852
663969,Tyler Phillips,2026-08-07,LAA,True,61,18,4,5,95.23636363636363
663969,Tyler Phillips,2026-08-01,NYM,False,65,21,3,6,95.26818181818182
663969,Tyler Phillips,2026-07-27,PHI,True,76,20,5,5,95.47777777777777
663903,Brady Singer,2026-09-17,LAD,True,96,24,0,4,89.4719298245614
663903,Brady Singer,2026-09-12,MIL,False,95,25,5,4,90.08
663903,Brady Singer,2026-09-06,MIL,True,97,25,3,5,90.42121212121212
663903,Brady Singer,2026-08-31,SD,True,87,22,5,5,90.36938775510205
663903,Brady Singer,2026-08-25,SF,False,91,28,5,6,90.16153846153846
663903,Brady Singer,2026-08-20,STL,True,103,26,3,6,90.66714285714285
663903,Brady Singer,2026-08-15,MIA,True,93,28,4,6,91.38688524590165
663903,Brady Singer,2026-08-09,WSH,False,103,27,3,6,90.8157142857143
663903,Brady Singer,2026-08-04,ATH,True,102,24,6,6,90.85172413793103
663903,Brady Singer,2026-07-29,CLE,True,100,25,3,5,91.04821428571428
686930,Mason Barnett,2026-09-18,CLE,False,79,20,4,4,95.16585365853659
686930,Mason Barnett,2026-08-17,KC,False,83,19,2,3,94.66346153846153
686930,Mason Barnett,2026-08-11,TB,True,67,20,0,4,94.44186046511628
686930,Mason Barnett,2026-08-06,CIN,False,83,21,7,5,94.99772727272726
686930,Mason Barnett,2026-07-30,BOS,True,73,21,6,5,95.66315789473684
686930,Mason Barnett,2026-07-25,MIN,False,54,15,2,6,95.82608695652173
686930,Mason Barnett,2026-07-05,MIA,True,32,8,0,6,93.94117647058823
686930,Mason Barnett,2026-07-03,MIA,True,45,11,2,9,94.948
686930,Mason Barnett,2026-06-15,PIT,True,32,8,1,9,94.80833333333334
686930,Mason Barnett,2026-06-05,HOU,False,64,14,7,8,94.81818181818181
685299,Tanner Gordon,2026-09-17,SD,True,86,20,3,3,92.53243243243243
685299,Tanner Gordon,2026-09-12,DET,False,87,22,5,4,92.18529411764706
685299,Tanner Gordon,2026-09-06,STL,True,80,23,4,5,91.14
685299,Tanner Gordon,2026-08-31,BAL,True,60,18,3,5,92.15135135135135
685299,Tanner Gordon,2026-08-26,WSH,False,90,27,5,7,92.85106382978724
685299,Tanner Gordon,2026-08-21,CLE,True,82,26,2,6,92.38947368421053
685299,Tanner Gordon,2026-08-15,SF,False,63,15,4,8,92.6470588235294
685299,Tanner Gordon,2026-08-09,STL,False,48,13,2,8,94.13103448275862
685299,Tanner Gordon,2026-08-03,TB,True,58,27,3,9,92.25588235294117
685299,Tanner Gordon,2026-07-25,MIL,False,35,9,4,8,93.92105263157895
